Header,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_longum_NCC2705,Bifidobacterium_longum_NCC2705,Collinsella_tanakaei_YIT_12063,Collinsella_tanakaei_YIT_12063,Alistipes_finegoldii_DSM_17242,Alistipes_finegoldii_DSM_17242,Alistipes_putredinis_DSM_17216,Alistipes_putredinis_DSM_17216,Alistipes_shahii_WAL_8301,Alistipes_shahii_WAL_8301,Bacteroides_caccae_ATCC_43185,Bacteroides_caccae_ATCC_43185,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_eggerthii_DSM_20697,Bacteroides_eggerthii_DSM_20697,Bacteroides_fragilis_NCTC_9343,Bacteroides_fragilis_NCTC_9343,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_stercoris_ATCC_43183,Bacteroides_stercoris_ATCC_43183,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_uniformis_ATCC_8492,Bacteroides_uniformis_ATCC_8492,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_johnsonii_DSM_18315,Parabacteroides_johnsonii_DSM_18315,Prevotella_ruminicola_23,Prevotella_ruminicola_23,Acidaminococcus_fermentans_DSM_20731,Acidaminococcus_fermentans_DSM_20731,Blautia_wexlerae_DSM_19850,Blautia_wexlerae_DSM_19850,Clostridium_clostridioforme_CM201,Clostridium_clostridioforme_CM201,Coprococcus_catus_GD_7,Coprococcus_catus_GD_7,Dialister_invisus_DSM_15470,Dialister_invisus_DSM_15470,Dorea_longicatena_DSM_13814,Dorea_longicatena_DSM_13814,Enterococcus_faecium_TX1330,Enterococcus_faecium_TX1330,Eubacterium_rectale_M104_1,Eubacterium_rectale_M104_1,Faecalibacterium_prausnitzii_L2_6,Faecalibacterium_prausnitzii_L2_6,Lactobacillus_mucosae_LM1,Lactobacillus_mucosae_LM1,Lactobacillus_reuteri_SD2112_ATCC_55730,Lactobacillus_reuteri_SD2112_ATCC_55730,Megasphaera_elsdenii_DSM_20460,Megasphaera_elsdenii_DSM_20460,Phascolarctobacterium_succinatutens_YIT_12067,Phascolarctobacterium_succinatutens_YIT_12067,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Roseburia_intestinalis_L1_82,Roseburia_intestinalis_L1_82,Roseburia_inulinivorans_DSM_16841,Roseburia_inulinivorans_DSM_16841,Ruminococcus_bromii_L2_63,Ruminococcus_bromii_L2_63,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_torques_ATCC_27756,Ruminococcus_torques_ATCC_27756,Streptococcus_salivarius_JIM8777,Streptococcus_salivarius_JIM8777,Subdoligranulum_variabile_DSM_15176,Subdoligranulum_variabile_DSM_15176,Veillonella_atypica_ACS_049_V_Sch6,Veillonella_atypica_ACS_049_V_Sch6,Bilophila_wadsworthia_3_1_6,Bilophila_wadsworthia_3_1_6,Citrobacter_amalonaticus_Y19,Citrobacter_amalonaticus_Y19,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_piger_ATCC_29098,Desulfovibrio_piger_ATCC_29098,Enterobacter_cloacae_EcWSU1,Enterobacter_cloacae_EcWSU1,Escherichia_coli_str_K_12_substr_MG1655,Escherichia_coli_str_K_12_substr_MG1655,Haemophilus_parainfluenzae_T3T1,Haemophilus_parainfluenzae_T3T1,Helicobacter_pylori_26695,Helicobacter_pylori_26695,Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella_pneumoniae_pneumoniae_MGH78578,Shigella_flexneri_2002017,Shigella_flexneri_2002017,Akkermansia_muciniphila_ATCC_BAA_835,Akkermansia_muciniphila_ATCC_BAA_835,Fusobacterium_varium_ATCC_27725,Fusobacterium_varium_ATCC_27725
21,GLYPROtex,51,KDOPSr,51,KDOPP,51,OROTPT,24,ZNabcpp,51,IPPMIb,51,TRPt2r,51,biomass525,51,BTNCLi,51,OMMBLHX3,51,RNTR2,51,EAR10M12,51,PNTOt4,51,sink_sheme(c),51,PGPP180,51,TECAAE,51,TRE6PH,51,ICHORSi,51,GMPS2,51,GARFTi,51,PGCDr,51,IG3PS,51,IPPMIb,51,Htex,51,MOAT3C,51,GLNS,51,GMHEPAT,51,IPDPUPT,51,PGPP180,51,TECAGE,51,UAG2E,51,GMHEPPA,51,NAt3_1pp,51,METFR,51,OIVD3,51,H2Otpp,51,PGAMT,44,GMHEPAT,51,HEPK2,51,EAR120x,51,GAMt2rpp,51,biomass525,51,SDPTA,51,GLUTRS,51,NAt3_1pp,51,OCBT,51,RNTR1,51,PGSAI17,51,NMNPpp,11,PRAMPC,51,TECAUE,51,NACt2r,51
22,GLYPROabcpp,51,KDOPP,51,KDOCT2,51,THRD_L,23,VAL_Ltex,51,IPPMIa,51,TYRTA,51,sink_PGPm1c,51,ARAB_Dtex,51,H2Ot,51,RNTR3,51,EAR11M12,51,MNabc,51,GLYASNabcpp,51,PGPPAI17,51,TECAGE,51,TREpts,51,HSK,51,GLYAT,51,GALU,51,PGK,51,HSTPTr,51,Kt1r,51,HSERTA,51,MOHMT,51,GLYAT,51,GMHEPPA,51,GLYPHEabcpp,51,PGPPAI17,51,TECAUE,51,biomass525,51,GTPCII,51,NMNAT,51,MG2abcpp,51,OMBZLM,51,H2CO3D,51,UGLT,43,GMHEPK,51,Ktex,51,MTHFC,51,GALUi,51,UTPATPT,51,AKP1,51,EAR15M16x,51,SERATi,51,OIVD1r,51,RPE,51,PHEt2r,51,NMNtex,10,PRATPP,51,THDPS,51,ZNabc,51
23,GLYPROPRO1c,51,KDOCT2,51,KAS14,51,ARGSS,23,TYRt2rpp,51,IPMDr,51,UACMAMAT,51,r2137,51,ARABDt2pp,51,GLYMETabc,51,RPI,51,EAR12M14,51,MK8t,51,GLYMETtex,51,PGPPI17,51,TECAUE,51,TRPabc,51,SUCCt2r,51,GLUPRT,51,GALT1,51,PNTOabc,51,HSK,51,LEUTA,51,HEPT4,51,MQN8tex,51,GMHEPAT,51,GTPCII,51,GLYPHEtex,51,PGPPI17,51,TRPt2r,51,sink_PGPm1c,51,H2CO3D,51,NNDMBRT,51,MG2tex,51,OMMBLHX3,51,GMHEPPA,51,PGMT,43,GMHEPPA,51,HEPT2,51,biomass353,51,GACPCD,51,ALAHIS1c,51,A5PISO,51,FCLTc,51,GLCNACASE_OGLYCAN2epp,51,OIVD3,51,GARFTi,51,PIabc,51,ALAR,10,PRFGS,51,THRS,51,OMCDC,51
24,GLYC3Ptex,51,26DAPt2rpp,51,HEPT1,51,ALAGLNabc,23,TYR_Ltex,51,IGPS,51,UAG2E,51,r1667,51,ALAASPtex,51,EAR15M16,51,GLYC3Pabc,51,EAR13M14,51,METFR,51,AIRC4,51,PGSA180,51,TRPabc,51,UACMAMAT,51,SUDPMGT,51,GCCc,51,ZN2tex,51,PSERT,51,HISTP,51,LYSabc,51,HEPT3,51,NNDMBRT,51,GMHEPK,51,3HAD120,51,3HAD120,51,PGSA180,51,TYRt2r,51,r2137,51,H2Otex,51,OHPHM,51,MN2tex,51,OMPHHX3,51,GMHEPK,51,THRS,38,H2Otpp,51,HEPT3,51,UPPDC1,51,MEOHtex,51,ALAHISabcpp,51,AMPTASEGC,51,EAR180x,51,TKT2,51,PGK,51,RPI,51,MEVK1c,51,E4PD,8,SPMDabcpp,51,UACMAMAT,51,RPI,51
25,GLYC3Pabcpp,51,HEPT4,51,GLYC3Ptpp,51,ARGSL,23,TKT1,51,HMBS,51,UAG4E,51,r0488,51,ALAASPabcpp,51,3HAD10M12,51,UAG2E,51,EAR14M16,51,Kt1r,51,E4PD,51,PGSAAI17,51,TYRTA,51,UAG2E,51,HETT,51,GCCb,51,sink_gthrd(c),51,PSP_L,51,HEPT4,51,MALCOAPYRCT,51,HEPT2,51,OCDCAt2pp,51,GMHEPPA,51,HEPK1,51,GMHEPK,51,METFR,51,UAG4E,51,ZNabc,51,H2Otpp,51,OIVD1r,51,MNt2pp,51,OPHBDC,51,OHPBAT,51,HSK,38,HEPK1,51,HEPT4,51,UPP3S,51,MLTG1,51,TKT2,51,SUCOAS,51,EAR4M6x,51,STCOATA,51,PGM,51,biomass525,51,METabc,51,OHPBAT,8,biomass345,51,UAG2E,51,UACMAMAT,51
26,GLYASNtex,51,HEPT3,51,GMHEPAT,51,ALAGLN1c,23,RIBFLVt2rpp,51,HEXTT,51,UGLT,51,r0127,51,ALAASP1c,51,EAR180x,51,G5SDr,51,EAR15M16,51,2MBCOATA,51,AGDC,51,NACt2r,51,UACMAMAT,51,UAG4E,51,TECA1S180,51,GCCa,51,FE3tex,51,GALURt2r,51,HEPT3,51,MALTHXabc,51,HEPT1,51,OCDCAtex,51,GTPCII,51,HEPK2,51,GMHEPPA,51,MECDPS,51,UDCPDPS,51,UTPATPT,51,HEPK1,51,OIVD3,51,H2CO3D,51,OPHHX3,51,PDX5PO2,51,DHORDnad,36,HEPT1,51,HISTP,51,UPP3MT3,51,MNt2pp,51,METALAtex,51,SEPHCHS,51,EAR5M6x,51,biomass345,51,HSTPTr,51,sink_PGPm1c,51,MALCOAPYRCT,51,PDX5PS,8,sink_gthrd(c),51,UAG4E,51,TYRTA,51
27,3HAD100,51,HEPT2,51,GMHEPK,51,ACHBPL,22,PHEt2rpp,51,H2Ot,51,ZNabc,51,UAG4E,51,ACODAr,51,EAR4M6x,51,UAG4E,51,EAR5M6,51,GALUi,51,ACtex,51,MNt2,51,UAG2E,51,UTPATPT,51,biomass130,51,GARFTi,51,FE3abcpp,51,TMDK1,51,HEPT2,51,MLTG1,51,HEPK2,51,OIVD1r,51,H2Otpp,51,HEPT2,51,H2CO3D,51,FOLt,51,r0488,51,UDPGDr,51,HEPT1,51,OMBZLM,51,GTPCI,51,ORNDC,51,PDX5PS,51,IPMDr,36,KDOPP,51,HSST,51,THDPS,51,MOHMT,51,ARGt2pp,51,CHRPL,51,EAR6M8x,51,sink_gthrd(c),51,HSPGtex,51,r2137,51,LEUTA,51,PERD,8,VALTA,51,UDCPDPS,51,THRD_L,51
28,GLCTR3,51,HEPT1,51,GMHEPPA,51,ACLS_a,22,PYDXtrpp,51,GTPCI,51,r2137,51,TECAGE,51,G3PD8i,51,EAR5M6,51,ADEt2,51,G3PATAI17,51,GGTA,51,2MEBCOADH,51,MK7te,51,UAG4E,51,ZNabc,51,sink_chols,51,FOLtpp,51,FE2tex,51,TRPabc,51,HEPT1,51,OMBZLM,51,HEPK1,51,OIVD3,51,HEPT3,51,IG3PS,51,HEPK1,51,MECDPDH2,51,r2137,51,UAG4E,51,ILE_Ltex,51,OMMBLHX3,51,MOAT3C,51,KDOPP,51,TDSK,51,3MOBS,35,HEPT2,51,HSTPTr,51,SHCHF,51,THRD,51,CA2abcpp,51,COBALTt5pp,51,EAR7M8x,51,ACGAMtr2pp,51,HMBS,51,ZNabc,51,GCHOLBHSe,51,PNP,8,TPI,51,UDPG4E,51,TECAUE,51
29,GLCTR2,51,PPItex,51,GMPS2,51,DHAD2,22,PTRCt2pp,51,GLUTRS,51,sink_PGPm1c,51,UAG2E,51,TRPt2rpp,50,EAR6M8x,51,ADK10,51,EAR6M8,51,GGTT,51,DM_4HBA,51,METALAabc,51,UDCPDPS,51,r0127,51,sink_cholp(c),51,FOLtex,51,FE2abcpp,51,Coabc,51,HEPK2,51,MLTG2,51,H2Otpp,51,OMCDC,51,H2Stex,51,HEPT3,51,HEPK2,51,G3PATI17,51,sink_PGPm1c,51,UACMAMAT,51,HEPT2,51,OMPHHX3,51,FT,51,IVCOATA,51,biomass525,51,OMCDC,35,HEPT3,51,3HAD120,51,SHCHD2,51,SHKK,51,DHORDnad,51,SDPDS,51,EAR8M10x,51,TRSARr,51,HISTP,51,UTPATPT,51,2MBCOATA,51,DAPDC,8,TMPPP,51,UTPATPT,51,TECAGE,51
30,GLCTR1,51,PYDXabcpp,51,GTPCII,51,ILETA,22,PTRCORNt7pp,51,4ABZt2,51,biomass525,51,UACMAMAT,51,TRP_Ltex,50,EAR7M8,51,biomass525,51,EAR7M8,51,GHMT2r,51,ACtrpp,51,GK1,51,UDPG4E,51,r2137,51,sink_PGPm1c,51,OHPHM,51,Ktex,51,biomass525,51,3HAD120,51,MLTG3,51,H2CO3D,51,ORNDC,51,H2Stpp,51,HEPT4,51,HEPT1,51,23DHMPO,51,biomass525,51,TECA4S,51,HEPT3,51,OPHBDC,51,EAR7M8x,51,PGPP180,51,r2137pp,51,LEUTA,35,HEPT4,51,IG3PS,51,SDPTA,51,SHK3Dr,51,PLPS,51,PPTT,51,3HAD10M12,51,ACLS_a,51,ENO,51,UMPK,51,GLYt2r,51,GF6PTA,5,THZPSN,51,r2137,51,TECAAE,51
31,MN2tex,51,PYDXtex,51,HEPK1,51,G3PD1,21,PROt4rpp,51,GLU5K,51,NACt2r,51,TYRTA,51,ACtrpp,49,EAR8M10,51,ADK5,51,EAR8M10,51,GLYCYSabc,51,26DAPt2rpp,51,GLYCYSabc,51,HYXNt,51,sink_PGPm1c,51,r2137,51,OMBZLM,51,LPADSS,51,sink_PGPm1c,51,GTPCII,51,MLTG4,51,3HAD120,51,PANTS,51,HEPK1,51,HISTP,51,HEPT2,51,GLYCYSabc,51,METSOXR1r,51,TRPt2r,51,HEPT4,51,HEXTT,51,EAR80x,51,GMHEPPA,51,ZNabcpp,51,IPPMIb,35,Htex,51,IGPDH,51,SDPDS,51,RHCCE,51,RPE,50,DHFS,51,ENO,51,DHPPDA,51,FBA2,51,UACMAMAT,51,GMPR,51,ASPKi,1,THRD_L,51,sink_PGPm1c,51,TECA4S,51
32,MNabcpp,51,THMabcpp,51,HEPK2,51,OPHHX3,15,PRO_Ltex,51,PPBNGS,51,PNTOabc,51,TRPt2r,51,FBP,49,FCLTc,51,sink_PGPm1c,51,EAR9M10,51,GLYGLN1c,51,ADSK,51,GLYGLN1c,51,r2137,51,biomass525,51,UACMAMAT,51,OMMBLHX3,51,MG2abcpp,51,ALAGLN1c,51,GMPS2,51,MNt2,51,GNCORE2tex,51,IVCOATA,51,HEPK2,51,HSST,51,HEPT3,51,GLYMET1c,51,NADS1,51,TMDK1,51,HXANtex,51,HETZK,51,EAR8M10x,51,GLCTR1,51,ZN2tex,51,IPPMIa,35,ILE_Ltex,51,IGPS,51,RHCCE,51,PSCVT,51,SO4t2pp,50,ENO,41,FE2DH,51,AMYLOPECT900tex,51,FRTT,51,TYRTA,51,GSNt2,51,,,SPMDtex,51,biomass525,51,SO4t2,51
33,MOAT,51,r2137pp,51,HEPT2,51,GLYASN1c,15,PNTO_Rtex,51,PPPGO3,51,METAT,51,THRt2r,51,ACtex,49,FE2abc,51,r2137,51,FACOAL180i,51,GLYGLNabc,51,3MEBCOADH,51,GLYGLNabc,51,CYSabc,51,METALA1c,51,TMDPK,51,OMPHHX3,51,MG2tex,51,ALAGLNabc,51,OCBT,51,OCDCAt2,51,NACtex,51,IPPMIa,51,HEPT1,51,HSTPTr,51,HEPT4,51,GLYMETabc,51,Coabc,51,THRD_L,51,HYXNtipp,51,HETT,51,EAR9M10x,51,GLCTR2,51,USHD,51,DHAD1,34,3HAD120,51,IPMDr,51,PPPGO3,51,PRMICI,51,NNATr,50,TMDS,41,GLUTRR,51,AMYLOPECTepp,51,FRUK,51,TSULabc,51,GTHRDt2,51,,,SO4t2pp,51,H2Ot,51,PYK,51
34,TDPDRRr,51,ZN2tex,51,IMPC,51,GLYASNabc,15,GLYLEUHYDROc,51,GART,51,FDH,51,TECAUE,51,NH4tex,47,FTHFL,51,ALATHRabc,51,FAS140ACPrev,51,GLYMET1c,51,AMPTASEGC,51,23DHMPO,51,ALAGLNabc,51,OROTPT,51,THRD_L,51,biomass374,51,USHD,51,ALTRH,51,PANTS,51,OHPHM,51,NAt3_1pp,51,PGPPAI17,51,26DAPt2rpp,51,Htex,51,IGPS,51,GLYPHEHYc,51,G3PCT,51,THMDt4,51,IGPS,51,GLUTRS,51,EDTXS1,51,GLCTR3,51,UHGADA,51,OMPDC,34,MTHFD,51,IPPMIa,51,PPBNGS,51,PRATPP,51,PNTOt4pp,50,DHFR,41,FRTT,51,PHEMEtex,51,FT,51,TMDSf,51,H2Ot,51,,,PRMICI,51,PRAI,51,VALTA,51
35,biomass525,51,USHD,51,HEPT3,51,GF6PTA,12,LLEUDr,51,TECAGE,51,ACGS,51,MTHFC,51,NH4tbpp,47,G3PAT180,51,AMYLOPECTe,51,ORNTAC,51,GLYMETabc,51,GMPS2,50,GLYPHEabc,51,ALAt2r,51,Kt1r,51,THMabc,51,VALt2rpp,51,UPPDC1,51,ASAD,51,PGCDr,51,SHEMEabc,51,PANTS,51,HEPK2,51,NCAMt2rpp,51,OCBT,51,ILE_Ltex,51,GLYPHEabc,51,ARGabc,51,TECAUE,51,NACabcpp,51,G1PTT,51,EDTXS2,51,26DAPt2rpp,51,UAGAAT,51,OROTPT,34,NACtex,51,IPPMIb,51,PERD,51,PRAMPC,51,P5CRyr,50,PGM,41,G1SAT,51,SPMDabcpp,51,G3PATAI17,51,TKT2,51,HEMEti,51,,,SHEMEtex,51,COBALTt5,51,PYDXtr,51
36,r2137pp,51,UHGADA,51,HEPT4,51,NACt2r,12,ASNt2rpp,51,biomass345,51,ADK5,51,NACabc,51,PGMT,37,GLYMET1c,51,ANPRT,51,PGPP180,51,H2Ot,51,ACGS,50,GLYTYR1c,51,ASPTA,51,FE3abc,51,TECAUE,51,UREAtpp,51,UHGADA,51,ASPKi,51,STYStex,51,SHK3Dr,51,TDPDRE,51,GLCTR1,51,NICRNS,51,PDX5PO2,51,ILEt2rpp,51,GLYTYR1c,51,ASPTA,51,TECAGE,51,NH4tbpp,51,G1SAT,51,FE2abcpp,51,GLCptspp,51,U23GAAT,51,GAPD,34,GLNt2rpp,51,KAS14,51,PANTS,51,PRAI,51,PNTO_Rtex,50,IPMDr,38,G3PATAI17,51,CBPS,51,G3PATI17,51,THRD_L,51,HISCAT1,51,,,SHEMEabcpp,51,CSND,51,PYDXK,51
37,ZNabcpp,51,UAGAAT,51,HEX10,51,NAPRT,12,DM_kdo2lipid4L(c),51,sink_gthrd(c),51,ADNCNT3tc,51,MLTG3,51,TKT2,35,G3PATAI17,51,ZNabc,51,DASYNI17,51,HBZOPT,51,MAN6PI,50,GLYTYRabc,51,CA2abc,51,DMPPS,51,TECAGE,51,UREAtex,51,UAGAAT,51,CA2abc,51,biomass536,51,SHKK,51,biomass536,51,GLCTR2,51,GLCTR2,51,GLCTR3,51,PIt6bpp,51,GLYTYRabc,51,CA2abc,51,TECAAE,51,TDSK,51,G3PATAI17,51,2AHBUTI,51,GLYASN1c,51,TMDS,51,ACLS_b,34,ZN2t4pp,51,KDOCT2,51,P1CM,51,PMACPME,51,PGMT,50,OMCDC,37,G3PATI17,51,SHEMEtex,51,G6PDA,51,TECAUE,51,HISTP,51,,,RNTR3,51,ALAPGPL,51,PRAI,51
38,ZN2tex,51,U23GAAT,51,HISTP,51,G1PACT,8,DM_NA1,51,sink_PGPm1c,51,ALAPGPL,51,DPMVDc,51,FBA,31,G3PATI17,51,CA2abc,51,PGPPAI17,51,HEMEti,51,ADSL2r,50,GTHRDt2,51,CBMK,51,DHORTS,51,TECAAE,51,TYRt2rpp,51,U23GAAT,51,CO2t,51,r2137pp,51,UACMAMAT,51,r2137pp,51,GLCTR3,51,NNAM,51,PItex,51,PRAI,51,GTHRDt2,51,CDPGLYCGPT,51,METALAabc,51,NH4tex,51,G3PATI17,51,FE3abcpp,51,GLYASNabcpp,51,THDPS,51,VALTA,34,UAGAAT,51,KDOPP,51,OHPBAT,51,PGM,51,METALAabcpp,50,SUCBZS,37,G3PD1,51,FE3abcpp,50,GALU,51,TECAGE,51,HMGCOARxi,51,,,RNTR2,51,ADK3,51,PPNDH,51
39,USHD,51,TTDCAtex,51,HSTPTr,51,PGAMT,8,EAR10M12,51,r2137,51,ASPTA,51,MLTG2,51,TPI,30,G3PCT,51,CDPGLYCGPT,51,RPE,51,HETT,51,ACODAr,50,HBZOPT,51,CDPGLYCGPT,51,DHORDfum,51,TECA4S,51,TYR_Ltex,51,TRDR,51,CYSt2r,51,ZN2tex,51,TECAGE,51,ZNabcpp,51,GLUOX,51,THRD,51,TDPDRRr,51,GLYCYStex,51,HEMEti,51,CO2t,51,NMNP,51,RBFSa,51,GALT1,51,FE3tex,51,GLYASNtex,51,TDPGDH,51,ASPCT,34,UHGADA,51,KDOPSr,51,MTHFD,51,PGK,51,ALAHIStex,50,SUCBZL,37,G6Pt6_2pp,51,MALTTRabcpp,50,GAMt2rpp,51,TECAAE,51,HMGCOAS,51,,,RNTR1,51,GF6PTA,51,PHEt2r,51
40,UHGADA,51,TTDCAt2pp,51,Htex,51,ASAD,6,EAR11M12,51,UPPDC1,51,L_LACD2,51,G3PD1,51,ADSL1r,28,G3PD1,51,CYTK1,51,RZ5PP,51,HEXTT,51,TALA,50,HEMEti,51,ALAGLN1c,51,Cuabc,51,TECA3SI17,51,TRPAS2,51,THZPSN,51,TYRt2r,51,XYL_Dtex,51,TECAUE,51,ZN2tex,51,2MBCOATA,51,THRS,51,TDPGDH,51,UAGAAT,51,HXPRT,51,CYSt2r,51,LARGNAT,51,RBFSb,51,GALU,51,FFSD,51,GLYC3Ptex,51,PERD,51,DHORTS,34,USHD,51,PDX5PS,51,EAR140x,51,PERD,51,FE2tex,50,LEUTA,37,G6Ptex,51,VALTA,50,GAPD,51,TECA4S,51,HSTPTr,51,,,Q8tex,51,ANPRT,51,PHETA1,51
41,UAGAAT,51,TRPt2rpp,51,IG3PS,51,THRS,6,DAPE,51,UPP3S,51,CBMK,51,G3PCT,51,ADSS,28,GALK,51,Coabc,51,SHEMEabcpp,51,IHDUDPG,51,RPE,50,HETT,51,COBALTt5,51,COBALTt5,51,TECA3SAI17,51,TMPK,51,TDSK,51,PYDXtr,51,XYLK,51,THRD_L,51,USHD,51,GLYC3Ptpp,51,U23GAAT,51,TDSK,51,TDPGDH,51,HYXNti,51,IPDDI,51,Coabc,51,RHAT1,51,3HAD100,51,G1PTT,51,GLYC3Ptpp,51,TDPDRRr,51,GLU5K,27,XYLAN_DEGepp,51,PERD,51,EAR60x,51,PDX5PS,51,HEX1,50,NPHS,37,GGTT,51,PRFGS,50,GCALDD,51,SULR,51,IG3PS,51,,,Q8abcpp,51,ARABINOGALASEe,51,PGPGT,51
42,U23GAAT,51,TRP_Ltex,51,IGPDH,51,HSK,6,DAPDC,51,UAG4E,51,CDPGLYCGPT,51,G1PACT,51,FE3abcpp,4,GK1,51,Cuabc,51,SHEMEtex,51,IHDUDPMG,51,NTD7,50,HEXTT,51,GALT,51,IPDPS2,51,TECA3S180,51,TMK,51,TDPDRRr,51,DAPE,51,XYLI1,51,TMDPK,51,UHGADA,51,GMHEPAT,51,UAGAAT,51,TMDS,51,TDSK,51,IGPS,51,Cuabc,51,FE2abc,51,S7PIr,51,GLCTR1,51,GMHEPPA,51,GMHEPAT,51,TDPDRE,51,G3PD1,27,XYLANtex,51,PGCDr,51,EAR10M12x,51,PDX5PO2,51,ADSL1r,50,IPPMIb,37,PGCDr,51,PRAIS,50,GGTT,51,SO4t2,51,IGPDH,51,,,PYK,51,ASPTA,51,PANTS,51
43,TRPt2rpp,51,TMPK,51,NICRNS,51,ASPKi,6,EAR12M14,51,UAG2E,51,CYSTL,51,FTHFL,51,,,GLCNACASE_OGLYCAN2e,51,UTPATPT,51,SPMDabcpp,51,IHPDCOATA,51,TKT1,50,HXPRT,51,ADSS,51,CBMK,51,TECA2SI17,51,TMDK1,51,SO4tex,51,DMPPS,51,USHD,51,TYRL,51,UDPG4E,51,GMHEPK,51,UDCPDPS,51,TPI,51,THDPS,51,IHDUDPG,51,DHFR,51,DTMPK,51,SER_Ltex,51,GLCTR2,51,G3PATAI17,51,GMHEPK,51,SUCOAS,51,AMPTASECG,26,XYLK,51,PItex,51,3OAR60,51,PANTS,51,ADSS,50,IPPMIa,37,PGK,51,LYS_Ltex,50,GLUPRT,51,S7P1K,51,IHDUDPG,51,,,H2CO3D,51,CA2abc,51,G5SDr,51
44,TRP_Ltex,51,THMtex,51,NP1_r,51,AMMQT8r,3,ALAGLNabcpp,51,UACMAMAT,51,CYSabc,51,FE3abc,51,,,GLUTRR,51,DPRr,51,SPMDtex,51,IVCOATA,51,OHPBAT,50,HYXNt,51,Cuabc,51,CA2abc,51,TECA2SAI17,51,THRD,51,S7PIr,51,FLVRxe,51,UHGADA,51,TYRTA,51,UAGAAT,51,GMHEPPA,51,UHGADA,51,TRP_Ltex,51,THMDt2rpp,51,IHDUDPMG,51,DPMVDc,51,DMPPS2r,51,SERt2rpp,51,GLCTR3,51,G3PATI17,51,GTPCI,51,SO4tex,51,CGLYabc,26,ZN2tex,51,SO4tex,51,3OAS120,51,P5CRyr,51,GLYCYSabcpp,50,3MOBS,37,PGM,51,r0339,50,GLXCL,51,H2Ot,51,IHDUDPMG,51,,,LMN30tex,51,CDPGLYCGPT,51,GLU5K,51
45,TMDSf2,51,TDSK,51,OHPBAT,51,MK8t,3,ALAGLN1c,51,TMDS,51,CYTK1,51,FE2abc,51,,,GLUTRS,51,ESHCYS2_FPe,51,TDCOATA,51,PPNCL3,51,ADSS,50,IGPS,51,DAPDC,51,ASPCT,51,TECA2S180,51,TALA,51,RHAT1,51,DDGLK,51,UAGAAT,51,UAG2E,51,UAG2EMA,51,GTHOXtex,51,USHD,51,TRPt2rpp,51,THYMDtex,51,IHPDCOATA,51,ALAPAT4te,51,DHDPS,51,SO4t2pp,51,GLNS,51,GALT1,51,IHPDCOATA,51,SO4t2pp,51,P5CRyr,25,TKT1,51,TDPDRE,51,3OAR100,51,sink_s,51,AMPTASEGC,50,FRD3,37,SUCOAS,51,SGAT,50,GLYAT,51,PULLe,51,IHPDCOATA,51,,,GMPS2,51,CGLYabc,51,ARGSS,51
46,TKT2,51,Q8abcpp,51,TPI,51,RPI,1,EAR13M14,51,TMDPK,51,Coabc,51,Cuabc,51,,,OMPHHX3,51,FE2abc,51,TMDK2,51,PPTT,51,ZNabcpp,50,IHDUDPG,51,ADK3,51,ARBabc,51,TECA1SI17,51,STCOATA,51,RBFSb,51,FBP,51,U23GAAT,51,TECA5SI17,51,U23GAAT,51,GTHOXti3pp,51,XYLAN_DEGepp,51,U23GAAT,51,TMDK1,51,ILETA,51,FERO,51,DHDPRy,51,SO4tex,51,GLUCYS,51,GALU,51,HBZOPT,51,SDPTA,51,G5SADs,25,r2137pp,51,TDPDRRr,51,ACOATA,51,OHPBAT,51,ENO,49,AMMQT8r,37,SDPTA,51,GLNS,50,GLYCLTDxr,51,ACODAr,51,IMPC,51,,,G3PAT180,51,CHORM,51,AGPR,51
